price,vehicle_type,registration_year,transmission_type,power_ps,kilometer,fuel_type,brand,unrepaired_damage,vehicle_age
1200,sedan,1996,automatic,137,100000,petrol,Opel,unknown,20
1100,small car,1998,manual,73,70000,petrol,Fiat,no,18
1150,sedan,2002,manual,75,150000,petrol,Volkswagen,no,14
600,small car,1995,manual,75,150000,petrol,Renault,no,21
32150,van,2014,automatic,150,10000,petrol,Volkswagen,no,2
2000,station wagon,1999,manual,113,150000,diesel,Volkswagen,no,17
14000,sedan,2009,automatic,207,150000,diesel,Jaguar,no,7
19500,station wagon,2009,automatic,235,150000,diesel,BMW,no,7
2700,station wagon,1995,manual,184,150000,petrol,Volkswagen,unknown,21
3500,small car,2009,manual,60,125000,petrol,Opel,no,7
799,sedan,2000,automatic,102,150000,petrol,Mercedes_Benz,no,16
2000,station wagon,2003,manual,75,90000,petrol,Ford,no,13
4250,convertible,2001,manual,116,150000,petrol,BMW,no,15
15000,station wagon,2009,manual,170,125000,petrol,Audi,no,7
27400,suv,2012,manual,143,40000,diesel,Audi,no,4
1250,Unknown,2016,manual,90,150000,petrol,Audi,no,0
650,sedan,1998,manual,116,150000,petrol,Ford,no,18
17000,van,2012,automatic,140,60000,diesel,Ford,no,4
3950,coupe,1993,manual,136,150000,lpg,Volkswagen,no,23
4899,sedan,2003,manual,131,150000,diesel,Volkswagen,no,13
750,sedan,1992,manual,71,125000,petrol,Seat,no,24
1399,Unknown,2005,manual,120,150000,other,Renault,no,11
6900,sedan,2008,manual,99,60000,petrol,Honda,no,8
3000,sedan,2007,manual,140,150000,diesel,Volkswagen,no,9
800,small car,2007,manual,60,100000,petrol,Ford,unknown,9
23900,suv,2013,manual,184,60000,diesel,Chevrolet,no,3
2790,sedan,2002,manual,101,150000,petrol,Ford,no,14
5500,suv,1995,automatic,230,150000,diesel,Chevrolet,no,21
12950,sedan,2013,manual,105,90000,diesel,Volkswagen,no,3
1300,sedan,1993,manual,90,125000,petrol,Audi,no,23
6250,sedan,2006,manual,116,125000,petrol,Volkswagen,no,10
3750,small car,2006,manual,75,125000,diesel,Opel,no,10
2500,small car,2006,manual,65,150000,petrol,Nissan,no,10
3000,small car,2006,manual,68,125000,diesel,Peugeot,no,10
1750,sedan,1997,automatic,212,150000,petrol,Sonstige_Autos,no,19
5650,small car,2004,manual,170,150000,petrol,MINI,no,12
4950,other,2004,manual,231,150000,other,Mazda,no,12
1350,sedan,1997,manual,122,150000,petrol,Mercedes_Benz,no,19
1590,station wagon,2000,manual,135,150000,petrol,Peugeot,unknown,16
7900,convertible,2004,manual,150,100000,petrol,Volkswagen,no,12
8400,station wagon,2006,manual,163,150000,petrol,Audi,no,10
5400,sedan,2004,manual,143,125000,petrol,Mercedes_Benz,no,12
4850,sedan,2004,manual,143,150000,petrol,BMW,no,12
600,small car,1999,manual,75,150000,petrol,Rover,unknown,17
3950,small car,2004,manual,75,150000,diesel,Audi,no,12
8100,station wagon,2005,manual,163,150000,diesel,BMW,no,11
1450,small car,1999,automatic,90,150000,diesel,Mercedes_Benz,no,17
8690,sedan,2007,automatic,179,150000,diesel,Audi,no,9
2800,small car,2001,manual,125,150000,petrol,Opel,no,15
500,small car,1996,automatic,113,150000,petrol,Volkswagen,yes,20
1450,small car,2003,manual,64,70000,petrol,Volkswagen,yes,13
5950,station wagon,2008,manual,105,150000,diesel,Volkswagen,no,8
11300,sedan,2012,manual,90,90000,diesel,Hyundai,no,4
6899,small car,2012,manual,75,50000,petrol,Skoda,no,4
14400,coupe,2008,automatic,299,125000,petrol,Volkswagen,no,8
2222,small car,2000,automatic,61,150000,diesel,Volkswagen,unknown,16
1200,station wagon,1999,manual,75,150000,petrol,Ford,no,17
2000,sedan,2006,manual,121,150000,lpg,Chevrolet,no,10
1750,sedan,2003,manual,75,150000,diesel,Mercedes_Benz,no,13
3399,sedan,2004,automatic,163,125000,petrol,Mercedes_Benz,yes,12
2100,station wagon,2003,automatic,113,150000,diesel,Ford,no,13
4500,Unknown,2006,manual,113,70000,other,Opel,no,10
9900,sedan,2010,manual,105,150000,diesel,Audi,no,6
5499,station wagon,2006,manual,170,150000,diesel,Volkswagen,no,10
500,station wagon,1993,manual,112,150000,petrol,Subaru,unknown,23
13499,station wagon,2010,manual,140,60000,diesel,Volkswagen,no,6
23500,coupe,2006,automatic,367,50000,petrol,BMW,no,10
1800,sedan,1998,manual,110,150000,diesel,Volkswagen,no,18
4600,suv,2005,automatic,113,150000,diesel,Kia,no,11
2000,sedan,1999,manual,125,150000,petrol,Seat,no,17
600,small car,1993,manual,60,150000,petrol,Opel,no,23
1400,small car,2001,manual,75,150000,petrol,Ford,unknown,15
3250,sedan,2005,manual,105,150000,lpg,Hyundai,no,11
2500,sedan,1998,manual,170,150000,petrol,BMW,no,18
6500,station wagon,2006,manual,163,150000,petrol,Mercedes_Benz,no,10
7999,suv,2006,manual,177,150000,diesel,Toyota,yes,10
1499,van,1992,manual,60,150000,diesel,Volkswagen,no,24
1150,sedan,1999,manual,113,150000,petrol,Peugeot,no,17
19900,station wagon,2012,automatic,245,100000,diesel,Audi,no,4
31900,suv,2011,automatic,239,100000,diesel,Volkswagen,no,5
1000,station wagon,2001,manual,68,150000,diesel,Volkswagen,yes,15
3000,van,2002,manual,125,150000,diesel,Opel,no,14
37480,sedan,2012,automatic,313,90000,diesel,BMW,no,4
4600,station wagon,2002,automatic,170,150000,petrol,Audi,no,14
13900,sedan,2007,automatic,224,100000,diesel,Mercedes_Benz,no,9
13900,station wagon,2010,automatic,163,125000,diesel,Ford,no,6
12400,sedan,2004,manual,218,125000,diesel,BMW,no,12
1300,van,1999,manual,113,150000,diesel,Volkswagen,yes,17
16500,coupe,1970,automatic,113,30000,petrol,Ford,unknown,46
500,sedan,1995,Unknown,113,150000,petrol,Opel,no,21
5750,convertible,2005,manual,136,90000,petrol,Peugeot,no,11
1400,station wagon,1999,automatic,113,150000,diesel,Mercedes_Benz,unknown,17
1290,sedan,1998,manual,125,150000,petrol,Audi,no,18
550,Unknown,2000,manual,113,150000,petrol,Fiat,no,16
1300,station wagon,2000,manual,75,125000,petrol,Volkswagen,yes,16
4500,van,2004,manual,101,150000,diesel,Volkswagen,no,12
999,Unknown,2016,automatic,113,150000,other,Volkswagen,no,0
3900,sedan,1968,manual,113,60000,petrol,Chrysler,no,48
550,Unknown,2000,Unknown,113,150000,other,Audi,unknown,16
7390,station wagon,2004,manual,179,150000,diesel,Audi,no,12
2400,station wagon,2006,manual,113,150000,petrol,Chevrolet,no,10
1750,small car,2002,manual,65,150000,diesel,Renault,no,14
6000,sedan,2004,automatic,177,150000,petrol,Mercedes_Benz,unknown,12
19399,sedan,2011,automatic,170,70000,diesel,Mercedes_Benz,unknown,5
590,sedan,1994,manual,90,150000,petrol,Volkswagen,no,22
1150,sedan,1987,automatic,113,150000,petrol,Volvo,no,29
6410,station wagon,2007,automatic,150,150000,diesel,BMW,no,9
4990,van,2008,manual,131,150000,diesel,Renault,no,8
2500,coupe,2002,manual,197,150000,petrol,Mercedes_Benz,no,14
4650,van,2010,manual,120,150000,petrol,Citroen,no,6
3750,sedan,2005,manual,102,150000,petrol,Skoda,no,11
12999,sedan,2008,automatic,232,150000,diesel,Volkswagen,no,8
3800,small car,2007,manual,80,125000,petrol,Opel,no,9
17249,sedan,2009,automatic,207,150000,diesel,Jaguar,no,7
999,Unknown,2016,manual,113,150000,other,Opel,no,0
8000,convertible,2001,manual,150,150000,petrol,Audi,no,15
950,small car,2001,manual,113,150000,petrol,Fiat,unknown,15
1950,sedan,1998,manual,165,150000,petrol,Audi,unknown,18
900,small car,2000,manual,74,150000,petrol,Volkswagen,unknown,16
2000,station wagon,2000,manual,150,150000,petrol,BMW,no,16
660,station wagon,1995,manual,75,150000,petrol,Volkswagen,unknown,21
2500,sedan,2000,manual,150,150000,petrol,Audi,unknown,16
4750,station wagon,2005,manual,140,150000,petrol,Volvo,no,11
13250,station wagon,2013,automatic,140,150000,diesel,Volkswagen,no,3
2950,station wagon,2005,manual,100,150000,diesel,Skoda,no,11
6400,van,2008,manual,80,125000,diesel,Skoda,no,8
4000,station wagon,2002,manual,180,150000,other,Audi,no,14
3000,Unknown,2000,Unknown,125,150000,other,Audi,unknown,16
1450,small car,2000,manual,100,150000,petrol,Ford,no,16
4990,sedan,2008,manual,95,70000,petrol,Mitsubishi,no,8
700,van,1999,automatic,110,150000,diesel,Ford,yes,17
4000,coupe,2003,automatic,116,125000,petrol,BMW,no,13
1100,station wagon,1993,manual,90,150000,petrol,Volkswagen,no,23
12780,sedan,2011,automatic,95,40000,petrol,Mercedes_Benz,no,5
3000,station wagon,2005,manual,150,150000,diesel,BMW,no,11
750,station wagon,2002,manual,90,150000,diesel,Seat,no,14
1000,small car,2001,manual,60,150000,petrol,Fiat,no,15
1600,station wagon,2003,manual,90,150000,diesel,Peugeot,no,13
16700,station wagon,2003,automatic,450,150000,petrol,Audi,no,13
700,station wagon,1997,automatic,170,150000,petrol,BMW,yes,19
3295,sedan,2004,manual,113,150000,petrol,Opel,no,12
1250,small car,1998,manual,76,150000,petrol,Volkswagen,no,18
1000,station wagon,1999,manual,150,150000,diesel,Audi,yes,17
4200,station wagon,2008,Unknown,113,150000,diesel,Audi,unknown,8
2000,van,1996,manual,102,150000,diesel,Volkswagen,yes,20
2750,sedan,2000,manual,101,150000,petrol,Audi,no,16
4500,station wagon,2006,automatic,140,150000,diesel,Volkswagen,unknown,10
7950,coupe,2005,automatic,163,100000,petrol,Mercedes_Benz,no,11
6550,sedan,2008,manual,145,150000,petrol,Ford,no,8
3800,van,2004,manual,115,150000,petrol,Volkswagen,no,12
4000,convertible,1995,automatic,116,100000,petrol,BMW,no,21
1400,station wagon,1997,manual,150,150000,petrol,Volkswagen,no,19
1990,coupe,1995,automatic,88,70000,petrol,Mazda,no,21
2399,sedan,2003,manual,75,150000,petrol,Volkswagen,no,13
2599,small car,2001,manual,75,150000,diesel,Volkswagen,no,15
2398,sedan,2000,manual,116,150000,petrol,Volkswagen,no,16
850,station wagon,2001,manual,75,150000,petrol,Opel,unknown,15
3000,small car,2006,manual,92,150000,petrol,Suzuki,no,10
1200,station wagon,2000,manual,113,150000,petrol,Volkswagen,unknown,16
749,Unknown,2000,manual,150,150000,petrol,Seat,unknown,16
2800,sedan,2001,manual,105,150000,petrol,Volkswagen,no,15
1850,station wagon,1994,manual,150,150000,petrol,BMW,no,22
3250,van,1998,manual,143,150000,lpg,Mercedes_Benz,no,18
7999,station wagon,2011,manual,105,80000,diesel,Seat,no,5
2989,convertible,1997,manual,116,150000,petrol,BMW,no,19
6600,small car,2011,manual,80,50000,petrol,Nissan,unknown,5
2750,coupe,1999,manual,150,150000,petrol,BMW,no,17
3990,station wagon,2007,manual,101,150000,diesel,Opel,no,9
6450,small car,2009,manual,69,30000,petrol,Fiat,no,7
17200,sedan,2012,manual,122,30000,petrol,Mercedes_Benz,no,4
2450,station wagon,2000,manual,150,150000,diesel,Audi,no,16
4100,station wagon,2008,manual,109,150000,diesel,Ford,unknown,8
2100,Unknown,2002,manual,131,150000,other,Volkswagen,unknown,14
2100,small car,2003,manual,75,150000,diesel,Opel,no,13
4250,station wagon,2006,automatic,125,150000,petrol,Opel,no,10
5900,convertible,2002,manual,143,150000,petrol,BMW,no,14
1500,station wagon,2002,manual,150,150000,diesel,BMW,yes,14
700,small car,2001,manual,75,150000,petrol,Renault,unknown,15
9000,van,2009,automatic,140,60000,diesel,Chrysler,yes,7
1150,small car,1998,manual,82,150000,petrol,Mercedes_Benz,yes,18
1599,small car,2002,Unknown,113,100000,other,Smart,unknown,14
4525,sedan,2003,manual,193,150000,diesel,BMW,no,13
999,sedan,2001,manual,116,150000,petrol,Mazda,no,15
650,sedan,1998,manual,150,150000,petrol,BMW,yes,18
4790,van,2007,manual,86,125000,petrol,Skoda,no,9
2000,station wagon,2002,automatic,113,150000,diesel,Mercedes_Benz,unknown,14
5250,station wagon,2005,manual,88,125000,diesel,Mercedes_Benz,no,11
3500,convertible,2001,manual,147,150000,petrol,Opel,no,15
1099,small car,1997,manual,113,150000,petrol,Ford,no,19
21900,coupe,2011,manual,239,100000,diesel,Audi,no,5
700,Unknown,2016,manual,113,150000,other,Nissan,unknown,0
10000,convertible,2012,manual,69,40000,petrol,Fiat,no,4
2900,convertible,2004,manual,113,80000,petrol,Citroen,unknown,12
1390,sedan,2001,manual,140,125000,petrol,Nissan,yes,15
3650,small car,2006,manual,90,150000,petrol,Opel,no,10
599,Unknown,2000,manual,60,150000,petrol,Volkswagen,yes,16
4950,sedan,2007,manual,150,150000,diesel,Renault,no,9
7950,station wagon,2006,manual,105,150000,diesel,Volkswagen,no,10
3000,sedan,2005,manual,105,150000,petrol,Opel,unknown,11
750,van,1999,manual,107,150000,petrol,Renault,no,17
11900,small car,2012,manual,105,90000,diesel,Audi,no,4
800,small car,1996,manual,113,150000,petrol,Renault,unknown,20
1550,small car,2001,manual,65,150000,petrol,Honda,unknown,15
1850,van,1999,manual,101,150000,petrol,Opel,no,17
700,Unknown,2016,manual,90,150000,petrol,Volkswagen,unknown,0
13500,station wagon,2014,manual,110,30000,diesel,Opel,no,2
2000,Unknown,2016,automatic,113,150000,lpg,Jeep,unknown,0
999,sedan,2001,manual,75,150000,petrol,Opel,no,15
6500,sedan,2006,manual,163,150000,diesel,BMW,no,10
3500,convertible,1987,manual,95,150000,petrol,Volkswagen,unknown,29
6300,sedan,2005,manual,150,150000,petrol,BMW,unknown,11
6300,sedan,1999,automatic,286,150000,petrol,BMW,no,17
2800,station wagon,2003,automatic,130,150000,diesel,Audi,yes,13
1770,small car,2002,manual,113,150000,petrol,Volkswagen,no,14
999,sedan,1997,manual,75,150000,petrol,Opel,no,19
3999,van,2004,manual,136,150000,diesel,Volkswagen,no,12
7700,suv,2008,manual,140,150000,diesel,Jeep,no,8
9800,station wagon,2010,automatic,150,150000,cng,Volkswagen,no,6
800,station wagon,1990,manual,115,150000,cng,Volvo,no,26
900,sedan,1996,manual,90,150000,petrol,Mitsubishi,no,20
13500,sedan,2010,automatic,231,150000,diesel,Mercedes_Benz,no,6
6990,suv,2003,automatic,177,150000,diesel,Land_Rover,no,13
800,station wagon,1997,automatic,150,150000,petrol,Mercedes_Benz,yes,19
14900,small car,2016,manual,87,5000,petrol,Opel,no,0
1990,van,1999,manual,95,125000,petrol,Renault,no,17
2100,station wagon,2006,manual,109,150000,diesel,Ford,yes,10
4500,sedan,2002,manual,150,150000,diesel,Mercedes_Benz,no,14
6800,sedan,2003,automatic,113,150000,diesel,BMW,unknown,13
13599,station wagon,2010,automatic,231,150000,diesel,Audi,no,6
6000,sedan,2003,manual,163,125000,petrol,Mercedes_Benz,no,13
2650,small car,2009,manual,76,100000,petrol,Renault,no,7
14999,sedan,2009,automatic,211,150000,petrol,Volkswagen,no,7
2100,small car,2002,Unknown,113,150000,diesel,Audi,unknown,14
5900,suv,2005,manual,145,90000,petrol,Hyundai,no,11
3800,coupe,2001,manual,197,150000,petrol,Mercedes_Benz,no,15
3990,small car,2004,manual,82,125000,diesel,Hyundai,no,12
1250,small car,2001,manual,90,150000,diesel,Mercedes_Benz,no,15
5650,station wagon,2008,manual,101,150000,diesel,Opel,no,8
8944,coupe,1991,manual,211,150000,petrol,Porsche,no,25
21500,van,2012,automatic,140,40000,petrol,Volkswagen,no,4
999,small car,2000,manual,60,150000,petrol,Seat,no,16
1999,small car,1998,manual,113,100000,petrol,Volkswagen,no,18
10600,suv,2005,automatic,174,150000,other,Volkswagen,no,11
3990,small car,2011,manual,69,150000,petrol,Fiat,no,5
12200,coupe,2008,manual,143,150000,diesel,BMW,unknown,8
5900,suv,2004,automatic,163,150000,other,Mercedes_Benz,no,12
7500,station wagon,2010,manual,163,90000,diesel,Mazda,no,6
4500,station wagon,2002,automatic,170,150000,petrol,Audi,no,14
3200,small car,2005,manual,113,150000,diesel,Volkswagen,unknown,11
3500,station wagon,2000,manual,184,150000,other,BMW,no,16
800,van,1999,manual,64,150000,diesel,Seat,no,17
1300,sedan,1993,manual,150,150000,petrol,Mercedes_Benz,no,23
8250,van,2010,manual,136,150000,diesel,Volkswagen,no,6
10499,convertible,2002,manual,170,70000,petrol,Audi,no,14
2000,sedan,2002,manual,147,150000,petrol,Opel,no,14
1200,sedan,1999,Unknown,113,150000,other,Mercedes_Benz,unknown,17
3500,station wagon,2007,manual,100,150000,diesel,Opel,yes,9
850,Unknown,2000,Unknown,113,150000,other,Opel,unknown,16
899,small car,1997,manual,113,150000,petrol,Volkswagen,no,19
12950,suv,2008,automatic,174,150000,diesel,Volkswagen,no,8
2450,van,1999,manual,122,150000,diesel,Mercedes_Benz,no,17
6890,small car,2010,automatic,68,30000,petrol,Suzuki,no,6
8500,van,2011,manual,120,125000,diesel,Peugeot,no,5
4500,small car,2006,automatic,61,60000,petrol,Smart,no,10
6890,small car,2010,manual,86,100000,petrol,Seat,no,6
9799,station wagon,2010,manual,200,150000,other,Skoda,no,6
6200,sedan,2007,manual,110,125000,petrol,Toyota,no,9
2499,station wagon,2005,manual,101,150000,diesel,Opel,unknown,11
18500,coupe,2010,manual,330,50000,petrol,Nissan,no,6
20990,station wagon,2013,manual,116,60000,diesel,BMW,no,3
17800,convertible,2010,manual,160,60000,petrol,Audi,no,6
550,small car,2001,manual,60,150000,other,Opel,unknown,15
1700,sedan,1998,manual,95,150000,diesel,Mercedes_Benz,no,18
1750,coupe,1988,manual,73,100000,petrol,Nissan,no,28
550,sedan,1995,manual,174,150000,petrol,Audi,yes,21
16999,convertible,1993,automatic,306,50000,petrol,Sonstige_Autos,no,23
10500,sedan,2012,manual,90,70000,diesel,Hyundai,no,4
1399,van,2000,manual,82,150000,diesel,Opel,no,16
6999,convertible,2002,manual,163,125000,petrol,Audi,no,14
1400,sedan,1990,manual,150,150000,petrol,BMW,no,26
2990,station wagon,2005,manual,131,150000,diesel,Volkswagen,unknown,11
2200,small car,2000,automatic,113,150000,diesel,Smart,no,16
11500,sedan,2009,manual,169,100000,petrol,BMW,no,7
1899,small car,2003,manual,75,125000,petrol,Opel,no,13
26500,sedan,2014,manual,156,50000,petrol,Mercedes_Benz,yes,2
9250,van,2009,manual,105,125000,diesel,Volkswagen,no,7
4800,sedan,2008,manual,60,80000,petrol,Volkswagen,no,8
4500,station wagon,2006,manual,105,150000,diesel,Volkswagen,unknown,10
750,small car,2000,manual,113,150000,petrol,Renault,unknown,16
1600,small car,1999,manual,113,150000,petrol,Volkswagen,no,17
5750,suv,2004,automatic,194,150000,petrol,Kia,no,12
14600,coupe,2008,manual,200,150000,petrol,Audi,no,8
6700,small car,2007,manual,120,125000,petrol,MINI,no,9
4286,sedan,1999,manual,132,150000,petrol,Citroen,no,17
6500,sedan,1993,automatic,286,150000,petrol,BMW,no,23
1299,van,2004,manual,136,150000,diesel,Mazda,no,12
900,small car,1989,manual,113,90000,petrol,MINI,no,27
2390,small car,2003,manual,64,125000,petrol,Volkswagen,no,13
1990,small car,2005,manual,113,125000,petrol,Renault,no,11
6999,station wagon,2008,manual,150,125000,diesel,Renault,no,8
1980,small car,2002,manual,60,150000,petrol,Citroen,no,14
8900,sedan,2008,manual,143,150000,diesel,BMW,no,8
6600,convertible,2005,manual,102,100000,petrol,Volkswagen,no,11
1800,coupe,1998,manual,102,150000,petrol,BMW,no,18
20890,convertible,2012,manual,140,70000,diesel,Volkswagen,no,4
2990,small car,2006,manual,120,150000,petrol,MINI,no,10
555,small car,1988,manual,113,150000,petrol,Volkswagen,unknown,28
6700,station wagon,2007,automatic,131,150000,diesel,Ford,no,9
500,sedan,1998,manual,101,150000,petrol,Volkswagen,no,18
2990,station wagon,2004,manual,101,150000,petrol,Ford,no,12
8800,small car,2011,manual,109,90000,petrol,Kia,no,5
3400,convertible,1989,manual,90,150000,petrol,Ford,no,27
2290,station wagon,1999,manual,116,150000,diesel,Volkswagen,no,17
6000,van,2007,manual,113,125000,diesel,Mercedes_Benz,unknown,9
27500,sedan,2012,automatic,184,60000,diesel,BMW,no,4
1500,van,2002,manual,97,5000,cng,Opel,no,14
4400,station wagon,2006,manual,147,150000,petrol,Mazda,no,10
1300,small car,2000,manual,75,125000,petrol,Ford,no,16
3700,small car,2007,manual,131,150000,diesel,Fiat,no,9
850,coupe,1999,manual,132,150000,petrol,Peugeot,yes,17
750,small car,2000,manual,60,150000,petrol,Opel,no,16
21800,convertible,2007,automatic,231,70000,diesel,BMW,no,9
3100,coupe,2000,manual,136,150000,petrol,Mercedes_Benz,unknown,16
9990,suv,2006,manual,177,100000,diesel,Toyota,no,10
7950,station wagon,2009,manual,116,80000,petrol,Ford,no,7
16900,sedan,2011,manual,235,80000,petrol,Alfa_Romeo,no,5
800,Unknown,2000,manual,163,150000,other,Peugeot,yes,16
500,sedan,1996,manual,150,150000,petrol,BMW,no,20
4999,station wagon,2008,automatic,150,150000,diesel,Opel,no,8
3200,sedan,2005,manual,155,150000,diesel,Ford,no,11
20390,sedan,2014,manual,125,20000,petrol,Audi,no,2
1690,small car,2005,manual,113,150000,lpg,Renault,no,11
850,Unknown,2016,Unknown,113,100000,other,Opel,unknown,0
26500,sedan,2012,automatic,271,50000,petrol,Volkswagen,no,4
1050,sedan,1991,automatic,122,150000,petrol,Mercedes_Benz,no,25
16900,station wagon,2012,automatic,218,150000,diesel,BMW,no,4
4999,station wagon,2011,manual,90,150000,diesel,Seat,no,5
1499,small car,2007,manual,68,150000,diesel,Citroen,no,9
650,sedan,1993,Unknown,115,150000,petrol,Volkswagen,unknown,23
3400,convertible,2005,automatic,109,125000,petrol,Citroen,no,11
11800,sedan,2000,automatic,286,150000,petrol,BMW,no,16
1250,small car,2000,manual,113,150000,other,Ford,no,16
8550,station wagon,2009,manual,143,150000,diesel,Audi,no,7
1600,sedan,2004,manual,120,150000,petrol,Mazda,yes,12
3500,coupe,1999,automatic,136,150000,petrol,Mercedes_Benz,yes,17
4950,van,2006,manual,120,150000,diesel,Fiat,no,10
10080,sedan,2006,manual,105,90000,diesel,Volkswagen,no,10
2750,sedan,2000,automatic,163,150000,petrol,Mercedes_Benz,no,16
1500,sedan,1997,manual,72,50000,other,Mitsubishi,no,19
5990,small car,2008,Unknown,80,100000,petrol,Volkswagen,no,8
13980,convertible,2012,manual,126,40000,petrol,Mazda,no,4
4499,convertible,2007,manual,90,60000,petrol,Opel,no,9
650,small car,1999,manual,113,150000,petrol,Volkswagen,no,17
18450,coupe,2008,automatic,286,150000,diesel,BMW,no,8
4500,convertible,1988,manual,171,70000,petrol,BMW,no,28
8200,small car,2011,manual,69,50000,petrol,Volkswagen,no,5
3600,sedan,1997,automatic,113,150000,petrol,Mercedes_Benz,unknown,19
650,sedan,1991,automatic,90,150000,petrol,Audi,unknown,25
1480,small car,2004,manual,60,150000,petrol,Peugeot,yes,12
2300,small car,2003,manual,61,100000,petrol,Ford,unknown,13
21600,suv,2008,automatic,224,90000,diesel,Mercedes_Benz,no,8
1999,small car,2007,manual,75,150000,petrol,Peugeot,no,9
699,small car,1996,manual,113,150000,petrol,Volkswagen,unknown,20
1500,sedan,1998,manual,101,150000,petrol,Opel,no,18
1800,sedan,1999,manual,118,150000,petrol,BMW,unknown,17
700,sedan,1993,manual,150,150000,other,Mercedes_Benz,unknown,23
1500,small car,1999,Unknown,113,150000,other,Smart,yes,17
2300,Unknown,2005,manual,113,150000,other,Renault,no,11
4850,convertible,1999,manual,112,70000,petrol,Rover,no,17
8499,station wagon,2005,manual,140,150000,diesel,Volkswagen,no,11
5200,suv,2005,manual,125,150000,petrol,Toyota,unknown,11
1499,small car,1999,manual,113,150000,petrol,Volkswagen,unknown,17
2999,van,2005,manual,82,150000,diesel,Opel,no,11
800,Unknown,2016,manual,113,150000,petrol,BMW,unknown,0
14500,convertible,2007,automatic,306,150000,petrol,BMW,no,9
10500,small car,2013,automatic,102,10000,petrol,Mazda,no,3
16000,sedan,2008,automatic,177,90000,diesel,BMW,no,8
6300,small car,2009,manual,60,30000,petrol,Opel,no,7
2500,other,2003,manual,64,150000,diesel,Seat,no,13
6900,sedan,2008,manual,80,80000,petrol,Volkswagen,no,8
1350,sedan,1999,manual,86,150000,petrol,Toyota,no,17
1690,small car,2004,manual,75,90000,petrol,Renault,no,12
3200,small car,2000,manual,113,125000,diesel,Volkswagen,unknown,16
6700,station wagon,2009,automatic,170,150000,diesel,Volkswagen,no,7
4650,small car,2010,manual,77,100000,petrol,Hyundai,unknown,6
8990,coupe,2009,manual,161,125000,petrol,Volkswagen,no,7
5300,convertible,2005,manual,75,125000,petrol,Volkswagen,no,11
1700,small car,2000,manual,113,150000,petrol,Volkswagen,no,16
6700,Unknown,2008,Unknown,113,150000,other,Ford,unknown,8
1550,small car,2000,manual,60,150000,petrol,Volkswagen,no,16
3999,station wagon,2010,automatic,200,150000,diesel,Mercedes_Benz,unknown,6
9999,station wagon,2007,automatic,129,125000,petrol,BMW,no,9
2000,sedan,2001,manual,75,150000,petrol,Volkswagen,no,15
3500,sedan,2000,manual,150,5000,petrol,Audi,no,16
14200,small car,2011,manual,122,40000,petrol,Audi,no,5
3940,small car,2005,manual,113,50000,petrol,Volkswagen,no,11
5200,station wagon,2006,manual,140,150000,diesel,Volkswagen,no,10
600,small car,2004,manual,60,150000,petrol,Peugeot,no,12
2450,small car,2008,manual,77,150000,petrol,Fiat,no,8
10150,station wagon,2008,automatic,140,150000,diesel,Audi,no,8
3400,convertible,2000,manual,110,150000,petrol,Mazda,no,16
750,small car,2003,manual,75,150000,petrol,Renault,no,13
850,small car,2001,automatic,98,150000,petrol,Mazda,unknown,15
5999,station wagon,2005,manual,140,150000,diesel,Audi,unknown,11
13500,suv,2011,automatic,150,50000,diesel,Honda,no,5
5299,van,2003,manual,136,150000,diesel,Volkswagen,no,13
4699,station wagon,2001,manual,179,150000,diesel,Audi,no,15
1790,sedan,2001,manual,113,150000,petrol,Mazda,unknown,15
15400,sedan,2014,manual,125,10000,petrol,Opel,no,2
2000,small car,1998,manual,180,150000,petrol,Volkswagen,yes,18
8500,coupe,1967,manual,113,70000,petrol,Porsche,no,49
2200,station wagon,2001,automatic,113,150000,diesel,Volvo,unknown,15
690,station wagon,1998,manual,90,150000,petrol,Ford,no,18
2200,sedan,1993,automatic,218,150000,petrol,BMW,no,23
6300,sedan,2002,manual,265,150000,petrol,Volkswagen,no,14
24450,station wagon,2014,automatic,170,30000,diesel,Mercedes_Benz,no,2
44900,convertible,2005,automatic,325,125000,petrol,Porsche,no,11
13350,sedan,2013,automatic,110,50000,diesel,Renault,no,3
5490,small car,2008,manual,60,70000,petrol,Volkswagen,no,8
1750,other,2003,manual,113,150000,petrol,Renault,no,13
9500,station wagon,2008,automatic,170,150000,diesel,Mercedes_Benz,no,8
3774,sedan,2005,manual,116,150000,petrol,Mercedes_Benz,no,11
18499,convertible,2009,manual,184,60000,petrol,Mercedes_Benz,no,7
5900,small car,1982,manual,113,150000,petrol,Volkswagen,no,34
500,small car,1999,manual,60,150000,petrol,Volkswagen,unknown,17
8800,station wagon,2007,automatic,184,125000,diesel,Opel,no,9
3700,sedan,2003,automatic,163,5000,diesel,BMW,no,13
14300,station wagon,2008,manual,170,80000,petrol,BMW,no,8
1350,station wagon,2001,manual,113,150000,petrol,Ford,no,15
14990,convertible,2006,manual,256,150000,petrol,Audi,no,10
3990,sedan,2007,manual,109,150000,diesel,Mazda,no,9
2999,sedan,1998,automatic,326,150000,petrol,BMW,no,18
1990,small car,2006,manual,68,150000,diesel,Nissan,no,10
5690,sedan,2009,manual,110,150000,diesel,Opel,no,7
18500,sedan,2011,automatic,218,150000,diesel,BMW,yes,5
1500,sedan,1998,automatic,90,150000,diesel,Mercedes_Benz,no,18
6850,station wagon,2006,manual,177,125000,diesel,Toyota,no,10
